DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
Cundinamarca,LA VEGA,1423,2019,11,2552901,4,0,0,0,0,0,0,0
Huila,NEIVA,1423,2019,11,2749301,940,0,12,0,0,0,0,0
Caldas,RIOSUCIO,1423,2019,11,5014004,0,0,0,0,0,0,0,0
Córdoba,MONTERÍA,1423,2019,11,4251201,1,0,0,0,0,0,0,0
Valle del Cauca,DAGUA,1423,2019,11,1511101,3,0,0,0,0,0,0,0
Valle del Cauca,ZARZAL,1423,2019,11,3410001,6,0,0,0,0,0,0,0
Risaralda,SANTA ROSA DE CABAL,1423,2019,11,3930101,0,0,0,0,0,0,0,0
Valle del Cauca,CARTAGO,1423,2019,11,1552101,78,1,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,4050102,0,0,0,0,0,0,0,0
Putumayo,VILLAGARZÓN,1423,2019,11,1522301,0,0,0,0,0,0,0,0
Cundinamarca,LA MESA,1423,2019,11,2512701,0,0,0,0,0,0,0,0
Risaralda,DOSQUEBRADAS,1423,2019,11,5371001,121,0,1,0,0,0,0,0
Arauca,TAME,1423,2019,11,1741401,2,2,0,0,0,0,0,0
Cundinamarca,VILLETA,1423,2019,11,5281101,2,0,0,0,0,0,0,0
Antioquia,GÓMEZ PLATA,1423,2019,11,1751201,36,103,0,0,0,0,0,0
Cundinamarca,TOCANCIPÁ,1423,2019,11,1552201,0,0,0,0,0,0,0,0
Santander,GIRÓN,1423,2019,11,2642501,1,0,0,0,0,0,0,0
Valle del Cauca,EL CERRITO,1423,2019,11,1512501,3,0,0,0,0,0,0,0
La Guajira,MAICAO,1423,2019,11,2511301,0,0,0,0,0,0,0,0
Meta,VILLAVICENCIO,1423,2019,11,1806001,527,22,2,0,0,0,0,0
Cundinamarca,TIBIRITA,1423,2019,11,1804201,0,0,0,0,0,0,0,0
Risaralda,MARSELLA,1423,2019,11,1521901,0,0,0,0,0,0,0,0
Nariño,SAN ANDRES DE TUMACO,1423,2019,11,1919901,725,163,0,0,0,0,0,0
Cundinamarca,ZIPAQUIRÁ,1423,2019,11,1659301,23,0,0,0,0,0,0,0
Antioquia,CHIGORODÓ,1423,2019,11,1521101,49,0,0,0,0,0,0,0
Boyacá,SAN MIGUEL DE SEMA,1423,2019,11,1751201,21,9,0,0,0,0,0,0
Meta,GRANADA,1423,2019,11,2551201,6,0,0,0,0,0,0,0
Cundinamarca,VILLETA,1423,2019,11,1701001,2,0,0,0,0,0,0,0
Antioquia,APARTADÓ,1423,2019,11,2516101,13,0,1,0,0,0,0,0
Tolima,ESPINAL,1423,2019,11,5454101,0,0,0,0,0,0,0,0
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,1423,2019,11,1522901,6,0,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,5633201,0,0,0,0,0,0,0,0
Antioquia,GIRALDO,1423,2019,11,1523301,0,0,0,0,0,0,0,0
Nariño,BARBACOAS,1423,2019,11,1523701,0,0,0,0,0,0,0,0
Cundinamarca,APULO,1423,2019,11,5452102,0,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,1526101,3,0,0,0,0,0,0,0
Antioquia,CAÑASGORDAS,1423,2019,11,3851101,27,0,0,0,0,0,0,0
Sucre,OVEJAS,1423,2019,11,5452102,5,0,0,0,0,0,0,0
Chocó,BAHÍA SOLANO,1423,2019,11,2522302,7,0,0,0,0,0,0,0
Antioquia,GIRARDOTA,1423,2019,11,2011901,3,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,3742102,0,0,0,0,0,0,0,0
Antioquia,SANTA BÁRBARA,1423,2019,11,2013001,1,0,0,0,0,0,0,0
Putumayo,ORITO,1423,2019,11,3642101,8,0,0,0,0,0,0,0
Antioquia,SAN PEDRO DE LOS MILAGROS,1423,2019,11,1512501,14,0,0,0,0,0,0,0
Cundinamarca,ZIPAQUIRÁ,1423,2019,11,5101001,1442,12,34,0,0,0,0,0
Amazonas,LETICIA,1423,2019,11,1522101,0,0,0,0,0,0,0,0
Antioquia,BARBOSA,1423,2019,11,3341001,3,0,0,0,0,0,0,0
Huila,SUAZA,1423,2019,11,1522101,9,0,0,0,0,0,0,0
Antioquia,EL CARMEN DE VIBORAL,1423,2019,11,1552101,24,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,5231001,0,0,0,0,0,0,0,0
Caquetá,EL DONCELLO,1423,2019,11,1552101,0,0,0,0,0,0,0,0
Boyacá,OTANCHE,1423,2019,11,1919901,0,0,0,0,0,0,0,0
Antioquia,TARAZÁ,1423,2019,11,1741201,2,0,0,0,0,0,0,0
Cauca,SANTANDER DE QUILICHAO,1423,2019,11,2642501,4,0,0,0,0,0,0,0
Valle del Cauca,TULUÁ,1423,2019,11,2749901,22,0,0,0,0,0,0,0
Cundinamarca,SUESCA,1423,2019,11,1804501,0,0,0,0,0,0,0,0
Bolívar,TURBACO,1423,2019,11,1512501,3,0,0,0,0,0,0,0
Quindio,FILANDIA,1423,2019,11,2011301,0,0,0,0,0,0,0,0
Magdalena,CIÉNAGA,1423,2019,11,2551101,4,0,0,0,0,0,0,0
Boyacá,SORACÁ,1423,2019,11,1524101,1,0,0,0,0,0,0,0
Antioquia,CONCORDIA,1423,2019,11,1521101,2,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,3331301,0,0,0,0,0,0,0,0
Córdoba,SAHAGÚN,1423,2019,11,2012201,5,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,4502001,107,2,0,0,0,0,0,0
Antioquia,MONTEBELLO,1423,2019,11,2521902,2,0,0,0,0,0,0,0
Cundinamarca,AGUA DE DIOS,1423,2019,11,1511101,0,0,0,0,0,0,0,0
Córdoba,CIÉNAGA DE ORO,1423,2019,11,1853201,20,0,0,0,0,0,0,0
Antioquia,DABEIBA,1423,2019,11,1950001,0,0,0,0,0,0,0,0
Cauca,ARGELIA,1423,2019,11,4602101,2,0,0,0,0,0,0,0
Risaralda,DOSQUEBRADAS,1423,2019,11,1524401,0,0,0,0,0,0,0,0
Valle del Cauca,PRADERA,1423,2019,11,1651601,1,0,0,0,0,0,0,0
Cundinamarca,CHÍA,1423,2019,11,2524102,8,0,0,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,2020101,0,0,0,0,0,0,0,0
Quindio,CIRCASIA,1423,2019,11,1526201,1,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,3014003,4,0,0,0,0,0,0,0
Cundinamarca,MOSQUERA,1423,2019,11,2749301,85,0,1,0,0,0,0,0
Quindio,CALARCA,1423,2019,11,3732001,1,0,0,0,0,0,0,0
Cesar,PELAYA,1423,2019,11,1950001,3,0,0,0,0,0,0,0
Casanare,MANÍ,1423,2019,11,5281101,4,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,1514201,123,1,1,0,0,0,0,1
Antioquia,ENVIGADO,1423,2019,11,2553001,70,1,0,0,0,0,0,0
Valle del Cauca,YUMBO,1423,2019,11,1924201,0,0,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,5451201,47,1,0,0,0,0,0,0
Cundinamarca,TIBACUY,1423,2019,11,1804501,52,0,0,0,0,0,0,0
Meta,LA MACARENA,1423,2019,11,3505101,3,0,0,0,0,0,0,0
Nariño,IMUÉS,1423,2019,11,3851101,7,42,0,0,0,0,0,0
Santander,EL PLAYÓN,1423,2019,11,5742101,2,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,3551902,15,1,0,0,0,0,0,0
Valle del Cauca,LA VICTORIA,1423,2019,11,1552101,1,0,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,3515501,1,0,0,0,0,0,0,0
Meta,SAN MARTÍN,1423,2019,11,2512101,0,0,0,0,0,0,0,0
Cundinamarca,CHIPAQUE,1423,2019,11,1742101,0,0,0,0,0,0,0,0
Valle del Cauca,EL CERRITO,1423,2019,11,2551201,10,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,1513101,4,0,0,0,0,0,0,0
Tolima,VENADILLO,1423,2019,11,2013001,0,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,4641101,2,0,0,0,0,0,0,0
Cundinamarca,FUNZA,1423,2019,11,1853101,3,18,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,4159102,288,42,3,0,0,0,0,0
Magdalena,SANTA ANA,1423,2019,11,2014002,0,0,0,0,0,0,0,0
Caquetá,BELÉN DE LOS ANDAQUÍES,1423,2019,11,2153001,6,0,0,0,0,0,0,0
Valle del Cauca,ANDALUCÍA,1423,2019,11,2851202,3,0,0,0,0,0,0,0
Valle del Cauca,PALMIRA,1423,2019,11,4502001,13,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,5292401,0,5,0,0,0,0,0,0
Magdalena,CIÉNAGA,1423,2019,11,1513201,0,0,0,0,0,0,0,0
Cundinamarca,SOACHA,1423,2019,11,3193201,5,0,0,0,0,0,0,0
Cundinamarca,MOSQUERA,1423,2019,11,1806001,40,3,0,0,0,0,0,0
Antioquia,LA PINTADA,1423,2019,11,3011201,16,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,3524101,182,1,1,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,3181003,61,1,0,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,3642201,0,0,0,0,0,0,0,0
Caldas,LA MERCED,1423,2019,11,3503001,0,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,1919101,434,53,1,0,0,0,0,0
Bolívar,ZAMBRANO,1423,2019,11,1014001,0,1,0,0,0,0,0,0
Norte de Santander,CÚCUTA,1423,2019,11,1801201,9,1,0,0,0,0,0,0
Cundinamarca,MADRID,1423,2019,11,4454202,3,1,0,0,0,0,0,0
Valle del Cauca,ZARZAL,1423,2019,11,1804101,4,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,2924901,1,0,0,0,0,0,0,0
Antioquia,NECOCLÍ,1423,2019,11,3515101,4,0,0,0,0,0,0,0
La Guajira,DISTRACCIÓN,1423,2019,11,4641101,1,0,0,0,0,0,0,0
Antioquia,AMAGÁ,1423,2019,11,1804301,0,0,0,0,0,0,0,0
Casanare,YOPAL,1423,2019,11,1523201,1,0,0,0,0,0,0,0
Antioquia,BARBOSA,1423,2019,11,4251903,1,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,1805001,2443,10,1,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,2851202,93,0,0,0,0,0,0,0
Cundinamarca,SOACHA,1423,2019,11,1804601,21,0,0,0,0,0,0,0
Valle del Cauca,TULUÁ,1423,2019,11,1522101,14,0,0,0,0,0,0,0
Tolima,IBAGUÉ,1423,2019,11,4223901,3,0,0,0,0,0,0,0
Antioquia,ANDES,1423,2019,11,1524101,2,0,0,0,0,0,0,0
Antioquia,SAN VICENTE,1423,2019,11,1521101,3,0,0,0,0,0,0,0
Cundinamarca,CAJICÁ,1423,2019,11,1804101,61,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,4241201,48,0,0,0,0,0,0,0
Santander,LEBRIJA,1423,2019,11,4604201,3,0,0,0,0,0,0,0
Antioquia,SAN CARLOS,1423,2019,11,1919101,9,0,0,0,0,0,0,0
Cundinamarca,MOSQUERA,1423,2019,11,5453002,343,1,2,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,1014001,0,10,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,1525201,2,0,0,0,0,0,0,0
Antioquia,SAN ROQUE,1423,2019,11,2014002,0,0,0,0,0,0,0,0
Antioquia,ZARAGOZA,1423,2019,11,1950001,2,0,0,0,0,0,0,0
Tolima,IBAGUÉ,1423,2019,11,3242902,0,0,0,0,0,0,0,0
Antioquia,RIONEGRO,1423,2019,11,3181003,0,3,0,0,0,0,0,0
Antioquia,CAUCASIA,1423,2019,11,2514101,3,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,1513601,132,38,3,0,0,0,0,0
Santander,PUERTO PARRA,1423,2019,11,3900001,11,0,0,0,0,0,0,0
Nariño,SAMANIEGO,1423,2019,11,5452201,10,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,5203001,24,0,0,0,0,0,0,0
Caldas,CHINCHINÁ,1423,2019,11,3175002,1,0,0,0,0,0,0,0
Cundinamarca,FUSAGASUGÁ,1423,2019,11,2013001,19,0,0,0,0,0,0,0
Cauca,SANTANDER DE QUILICHAO,1423,2019,11,5453002,0,0,0,0,0,0,0,0
Antioquia,AMAGÁ,1423,2019,11,2551101,4,0,0,0,0,0,0,0
Caquetá,PUERTO RICO,1423,2019,11,1524101,4,0,0,0,0,0,0,0
Boyacá,BELÉN,1423,2019,11,1515301,1,0,0,0,0,0,0,0
Quindio,CIRCASIA,1423,2019,11,1552201,0,0,0,0,0,0,0,0
Cundinamarca,LA VEGA,1423,2019,11,1919101,26,0,0,0,0,0,0,0
Putumayo,VILLAGARZÓN,1423,2019,11,4641101,0,0,0,0,0,0,0,0
Bolívar,MARÍA LA BAJA,1423,2019,11,1950001,0,0,0,0,0,0,0,0
Vaupés,MITÚ,1423,2019,11,1552101,2,0,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,3552302,4,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,5291901,223,22,2,0,0,0,0,0
Sucre,SAN MARCOS,1423,2019,11,2551201,3,0,0,0,0,0,0,0
Caldas,AGUADAS,1423,2019,11,4604201,0,0,0,0,0,0,0,0
Caldas,LA DORADA,1423,2019,11,3155102,8,0,0,0,0,0,0,0
Norte de Santander,VILLA DEL ROSARIO,1423,2019,11,1523501,2,0,0,0,0,0,0,0
Valle del Cauca,BUENAVENTURA,1423,2019,11,2551101,122,0,2,0,0,0,0,0
Atlántico,PUERTO COLOMBIA,1423,2019,11,2014002,0,0,0,0,0,0,0,0
Boyacá,RÁQUIRA,1423,2019,11,1523901,15,0,0,0,0,0,0,0
Boyacá,GUATEQUE,1423,2019,11,3851101,90,5,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,4210101,12,0,0,0,0,0,0,0
Huila,PITALITO,1423,2019,11,3923301,0,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,2251901,39,0,0,0,0,0,0,0
Quindio,CALARCA,1423,2019,11,1851301,1,0,0,0,0,0,0,0
Putumayo,VALLE DEL GUAMUEZ,1423,2019,11,2524102,0,0,0,0,0,0,0,0
Chocó,EL LITORAL DEL SAN JUAN,1423,2019,11,1751501,0,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,3154102,8,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,2011101,148,42,0,0,0,0,0,0
Risaralda,SANTA ROSA DE CABAL,1423,2019,11,1523101,17,0,0,0,0,0,0,0
Córdoba,PLANETA RICA,1423,2019,11,1853201,43,0,0,0,0,0,0,0
Nariño,SAN ANDRES DE TUMACO,1423,2019,11,2517001,1,0,0,0,0,0,0,0
Santander,SIMACOTA,1423,2019,11,1552101,3,0,0,0,0,0,0,0
Meta,URIBE,1423,2019,11,2712201,0,0,0,0,0,0,0,0
Boyacá,TENZA,1423,2019,11,1741101,0,0,0,0,0,0,0,0
Córdoba,SAHAGÚN,1423,2019,11,1804501,1,0,0,0,0,0,0,0
Santander,CERRITO,1423,2019,11,2012401,1,0,0,0,0,0,0,0
Antioquia,DON MATÍAS,1423,2019,11,1950001,20,0,0,0,0,0,0,0
Antioquia,BELLO,1423,2019,11,1743001,74,0,0,0,0,0,0,0
Nariño,IPIALES,1423,2019,11,3515501,2,0,0,0,0,0,0,0
Antioquia,SONSON,1423,2019,11,2011901,0,0,0,0,0,0,0,0
Caquetá,SAN VICENTE DEL CAGUÁN,1423,2019,11,1741401,20,2,0,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,2851302,20,0,0,0,0,0,0,0
Santander,SOCORRO,1423,2019,11,1523701,2,0,0,0,0,0,0,0
La Guajira,MAICAO,1423,2019,11,1804101,11,1,0,0,0,0,0,0
Antioquia,COPACABANA,1423,2019,11,2551101,3,0,0,0,0,0,0,0
Boyacá,JERICÓ,1423,2019,11,5141401,1,0,0,0,0,0,0,0
Arauca,CRAVO NORTE,1423,2019,11,5742101,0,0,0,0,0,0,0,0
Norte de Santander,OCAÑA,1423,2019,11,4641201,6,0,0,0,0,0,0,0
Caquetá,PUERTO RICO,1423,2019,11,5141101,1,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,2642501,13,0,0,0,0,0,0,0
Cauca,VILLA RICA,1423,2019,11,2749901,0,0,0,0,0,0,0,0
Norte de Santander,CÚCUTA,1423,2019,11,1853201,153,4,0,0,0,0,0,0
Amazonas,LETICIA,1423,2019,11,1749901,9,0,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,5149002,1,0,0,0,0,0,0,0
Sucre,COROZAL,1423,2019,11,1524401,0,0,0,0,0,0,0,0
Norte de Santander,CONVENCIÓN,1423,2019,11,1749901,1,0,0,0,0,0,0,0
Magdalena,CIÉNAGA,1423,2019,11,4269902,0,0,0,0,0,0,0,0
Putumayo,PUERTO GUZMÁN,1423,2019,11,3851101,13,83,0,0,0,0,0,0
Arauca,ARAUQUITA,1423,2019,11,2014002,0,0,0,0,0,0,0,0
Huila,GUADALUPE,1423,2019,11,5742101,3,0,0,0,0,0,0,0
Antioquia,COCORNÁ,1423,2019,11,3410001,1,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,3292601,8,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,5752401,51,0,0,0,0,0,0,0
Tolima,HONDA,1423,2019,11,1751401,45,1,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,1521901,140,0,1,0,0,0,0,0
Boyacá,MIRAFLORES,1423,2019,11,3900001,10,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,5102001,1,0,0,0,0,0,0,0
Antioquia,SAN JERÓNIMO,1423,2019,11,1515901,1,0,0,0,0,0,0,0
Boyacá,DUITAMA,1423,2019,11,4251201,6,3,0,0,0,0,0,0
Cundinamarca,VIOTÁ,1423,2019,11,1523701,2,0,0,0,0,0,0,0
Caquetá,SOLITA,1423,2019,11,1523301,1,0,0,0,0,0,0,0
Boyacá,OTANCHE,1423,2019,11,2524102,2,0,0,0,0,0,0,0
Cauca,SILVIA,1423,2019,11,3505101,0,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,3193901,22,0,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,1930201,3,0,0,0,0,0,0,0
Quindio,GÉNOVA,1423,2019,11,1950001,1,0,0,0,0,0,0,0
Cesar,TAMALAMEQUE,1423,2019,11,1014001,0,1,0,0,0,0,0,0
Caquetá,FLORENCIA,1423,2019,11,4604301,0,0,0,0,0,0,0,0
Valle del Cauca,CARTAGO,1423,2019,11,1722001,7,2,0,0,0,0,0,0
Cundinamarca,VILLETA,1423,2019,11,2642501,0,0,0,0,0,0,0,0
Valle del Cauca,TULUÁ,1423,2019,11,2011901,58,0,1,0,0,0,0,0
Nariño,CONTADERO,1423,2019,11,1515101,0,0,0,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,4292501,2,0,0,0,0,0,0,0
La Guajira,MAICAO,1423,2019,11,2551301,3,0,0,0,0,0,0,0
Bolívar,MOMPÓS,1423,2019,11,1525201,0,0,0,0,0,0,0,0
Casanare,PAZ DE ARIPORO,1423,2019,11,5742101,82,0,0,0,0,0,0,0
Santander,CAPITANEJO,1423,2019,11,1801101,17,0,0,0,0,0,0,0
Córdoba,MONTERÍA,1423,2019,11,1671201,0,0,0,0,0,0,0,0
Antioquia,BARBOSA,1423,2019,11,1522101,0,0,0,0,0,0,0,0
Huila,NEIVA,1423,2019,11,1805001,83,98,0,0,0,0,0,0
Cundinamarca,ZIPAQUIRÁ,1423,2019,11,4453001,0,0,0,0,0,0,0,0
Antioquia,APARTADÓ,1423,2019,11,2014002,842,0,4,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,3515101,14,0,0,0,0,0,0,0
Cauca,SANTANDER DE QUILICHAO,1423,2019,11,4604201,11,0,0,0,0,0,0,0
Boyacá,CHIQUINQUIRÁ,1423,2019,11,1552101,9,1,0,0,0,0,0,0
Tolima,ESPINAL,1423,2019,11,1525101,0,0,0,0,0,0,0,0
Huila,PAICOL,1423,2019,11,2011101,4,1,0,0,0,0,0,0
Antioquia,DON MATÍAS,1423,2019,11,4604102,7,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,4289301,0,0,0,0,0,0,0,0
Huila,SUAZA,1423,2019,11,3851101,21,2,0,0,0,0,0,0
Tolima,MARIQUITA,1423,2019,11,2552901,0,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,2511301,43,0,0,0,0,0,0,0
Norte de Santander,SARDINATA,1423,2019,11,1512501,2,0,0,0,0,0,0,0
Valle del Cauca,ROLDANILLO,1423,2019,11,2852001,0,0,0,0,0,0,0,0
Atlántico,SANTA LUCÍA,1423,2019,11,1751201,0,0,0,0,0,0,0,0
Meta,VILLAVICENCIO,1423,2019,11,2501201,14,0,0,0,0,0,0,0
La Guajira,RIOHACHA,1423,2019,11,1919901,904,1142,0,0,0,0,0,0
Antioquia,PUERTO BERRÍO,1423,2019,11,4502001,6,0,0,0,0,0,0,0
Valle del Cauca,ROLDANILLO,1423,2019,11,3851101,3,0,0,0,0,0,0,0
Cesar,VALLEDUPAR,1423,2019,11,4633101,4,0,0,0,0,0,0,0
Cundinamarca,LA CALERA,1423,2019,11,3011201,3,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,4749302,12,0,1,0,0,0,0,0
Valle del Cauca,BUGALAGRANDE,1423,2019,11,1751201,51,83,1,0,0,0,0,0
Antioquia,CAUCASIA,1423,2019,11,1522301,12,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,5742101,932,8,10,0,0,0,0,0
Quindio,CÓRDOBA,1423,2019,11,2011901,17,0,0,0,0,0,0,0
Meta,ACACÍAS,1423,2019,11,2749401,2,0,0,0,0,0,0,0
Antioquia,PUERTO BERRÍO,1423,2019,11,4269501,0,0,0,0,0,0,0,0
Santander,LOS SANTOS,1423,2019,11,2551301,1,0,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,5605001,3,0,0,0,0,0,0,0
Valle del Cauca,CALIMA,1423,2019,11,1751201,52,73,0,0,0,0,0,0
Antioquia,SEGOVIA,1423,2019,11,1851301,2,0,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,3158101,1,0,0,0,0,0,0,0
Caquetá,CARTAGENA DEL CHAIRÁ,1423,2019,11,5742101,2,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",PROVIDENCIA,1423,2019,11,3515501,0,1,0,0,0,0,0,0
Boyacá,FIRAVITOBA,1423,2019,11,4602201,1,0,0,0,0,0,0,0
Cundinamarca,CHÍA,1423,2019,11,4602201,0,0,0,0,0,0,0,0
Caldas,RIOSUCIO,1423,2019,11,1524401,0,0,0,0,0,0,0,0
Sucre,COVEÑAS,1423,2019,11,1741401,0,0,0,0,0,0,0,0
Antioquia,CALDAS,1423,2019,11,4633902,3,0,0,0,0,0,0,0
Valle del Cauca,BUENAVENTURA,1423,2019,11,1742101,13,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,2011801,0,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,3242301,6,0,0,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,1743001,1,0,0,0,0,0,0,0
Casanare,PORE,1423,2019,11,3505101,1,0,0,0,0,0,0,0
Vichada,SANTA ROSALÍA,1423,2019,11,1751201,8,1,0,0,0,0,0,0
Nariño,TÚQUERRES,1423,2019,11,1651601,41,0,0,0,0,0,0,0
Cundinamarca,AGUA DE DIOS,1423,2019,11,2552901,0,0,0,0,0,0,0,0
Valle del Cauca,LA CUMBRE,1423,2019,11,3174102,7,0,0,0,0,0,0,0
Boyacá,SAMACÁ,1423,2019,11,4603901,0,0,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,1659901,0,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,4603901,0,0,0,0,0,0,0,0
Antioquia,SEGOVIA,1423,2019,11,5132001,629,0,17,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,5232101,0,0,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,2361401,0,0,0,0,0,0,0,0
Cundinamarca,LA CALERA,1423,2019,11,1659901,6,0,0,0,0,0,0,0
Antioquia,NECOCLÍ,1423,2019,11,4603101,8,0,0,0,0,0,0,0
Cesar,CHIRIGUANÁ,1423,2019,11,2514101,1,0,0,0,0,0,0,0
Cundinamarca,SIMIJACA,1423,2019,11,3505101,10,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,5289203,28,0,0,0,0,0,0,0
Cundinamarca,VILLETA,1423,2019,11,5451101,0,0,0,0,0,0,0,0
Cundinamarca,AGUA DE DIOS,1423,2019,11,3631001,0,1,0,0,0,0,0,0
Boyacá,EL ESPINO,1423,2019,11,1751201,19,38,0,0,0,0,0,0
Boyacá,SOCHA,1423,2019,11,1521901,2,0,0,0,0,0,0,0
Amazonas,LETICIA,1423,2019,11,2851202,19,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,1751301,60,29,0,0,0,0,0,0
Tolima,ROVIRA,1423,2019,11,3410001,11,5,0,0,0,0,0,0
Antioquia,GIRARDOTA,1423,2019,11,1804201,17,0,0,0,0,0,0,0
Caldas,ANSERMA,1423,2019,11,2521902,0,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,3157201,0,0,0,0,0,0,0,0
Meta,GRANADA,1423,2019,11,5455901,3,0,0,0,0,0,0,0
Boyacá,NOBSA,1423,2019,11,1950001,10,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,5014004,0,0,0,0,0,0,0,0
Vichada,PUERTO CARREÑO,1423,2019,11,1749901,8,0,0,0,0,0,0,0
Santander,GIRÓN,1423,2019,11,2361401,0,0,0,0,0,0,0,0
Caldas,LA DORADA,1423,2019,11,1515301,0,0,0,0,0,0,0,0
Magdalena,CIÉNAGA,1423,2019,11,1804301,0,0,0,0,0,0,0,0
Amazonas,PUERTO NARIÑO,1423,2019,11,1521901,0,0,0,0,0,0,0,0
Cauca,PIENDAMÓ,1423,2019,11,1521101,1,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,3503001,154,0,1,0,0,0,0,0
Cesar,SAN MARTÍN,1423,2019,11,5701001,2,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,1672201,1,0,0,0,0,0,0,0
Risaralda,MARSELLA,1423,2019,11,5742101,3,0,0,0,0,0,0,0
