DPTO,MPIO,CODIGO_DE_LA_ARL,AÑO_DE_INFORME,MES_DE_INFORME,ACTIVEC,RELA_DEP,RELA_INDEP,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,NUEVAPENSIOINVA_R_EL,INCAPERMAPARCIAR_AT,INCAPERMAPARCIAR_EL
Boyacá,VILLA DE LEYVA,1423,2019,11,1552101,77,0,0,0,0,0,0,0
Nariño,SAN ANDRES DE TUMACO,1423,2019,11,3311001,0,0,0,0,0,0,0,0
Nariño,SAN LORENZO,1423,2019,11,1751201,18,31,0,0,0,0,0,0
Antioquia,PUERTO NARE,1423,2019,11,4050102,0,0,0,0,0,0,0,0
Cauca,PUERTO TEJADA,1423,2019,11,1523101,17,2,0,0,0,0,0,0
Tolima,ICONONZO,1423,2019,11,1950001,4,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",PROVIDENCIA,1423,2019,11,1014001,1,4,0,0,0,0,0,0
Cesar,PAILITAS,1423,2019,11,2012101,3,0,0,0,0,0,0,0
Caquetá,FLORENCIA,1423,2019,11,4515302,14,0,0,0,0,0,0,0
Risaralda,DOSQUEBRADAS,1423,2019,11,2174101,13,0,0,0,0,0,0,0
Norte de Santander,VILLA DEL ROSARIO,1423,2019,11,1524301,0,0,0,0,0,0,0,0
Chocó,QUIBDÓ,1423,2019,11,3642601,2,0,0,0,0,0,0,0
Cundinamarca,PARATEBUENO,1423,2019,11,2014002,1,0,0,0,0,0,0,0
Cundinamarca,ZIPAQUIRÁ,1423,2019,11,4456001,2,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,2192301,9,0,0,0,0,0,0,0
Antioquia,COPACABANA,1423,2019,11,1525101,8,0,0,0,0,0,0,0
Valle del Cauca,FLORIDA,1423,2019,11,3515501,0,0,0,0,0,0,0,0
Boyacá,VILLA DE LEYVA,1423,2019,11,1522201,3,0,0,0,0,0,0,0
Meta,PUERTO GAITÁN,1423,2019,11,4514102,0,0,0,0,0,0,0,0
La Guajira,MAICAO,1423,2019,11,1512501,49,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1523301,182,0,0,0,0,0,0,0
Meta,PUERTO GAITÁN,1423,2019,11,4604102,64,0,0,0,0,0,0,0
Cesar,AGUACHICA,1423,2019,11,2516101,5,0,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,2725001,0,0,0,0,0,0,0,0
Tolima,ARMERO,1423,2019,11,2521902,0,0,0,0,0,0,0,0
Cauca,PATÍA,1423,2019,11,3155102,3,0,0,0,0,0,0,0
Magdalena,EL BANCO,1423,2019,11,1521101,83,0,0,0,0,0,0,0
Cundinamarca,CHÍA,1423,2019,11,4604401,2,0,0,0,0,0,0,0
Antioquia,EL CARMEN DE VIBORAL,1423,2019,11,4604401,0,0,0,0,0,0,0,0
Antioquia,YONDÓ,1423,2019,11,1014001,0,2,0,0,0,0,0,0
Antioquia,BELMIRA,1423,2019,11,1919101,4,0,0,0,0,0,0,0
La Guajira,MAICAO,1423,2019,11,1523401,11,0,0,0,0,0,0,0
Valle del Cauca,SAN PEDRO,1423,2019,11,1521101,2,0,0,0,0,0,0,0
Boyacá,VILLA DE LEYVA,1423,2019,11,2551101,271,3,4,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,2011901,601,8,4,0,0,0,0,0
Santander,LEBRIJA,1423,2019,11,5201001,0,0,0,0,0,0,0,0
Norte de Santander,PAMPLONA,1423,2019,11,1524401,2,0,0,0,0,0,0,0
Arauca,FORTUL,1423,2019,11,2851202,0,0,0,0,0,0,0,0
Córdoba,SAHAGÚN,1423,2019,11,1801101,46,0,0,0,0,0,0,0
Cesar,CHIMICHAGUA,1423,2019,11,3851101,5,0,0,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,3505101,21,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,3174301,54,1,1,0,0,0,0,0
Tolima,ESPINAL,1423,2019,11,4050102,0,0,0,0,0,0,0,0
Córdoba,PLANETA RICA,1423,2019,11,1522901,1,0,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,2852001,1,0,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,5851101,19,0,0,0,0,0,0,0
Cauca,CALOTO,1423,2019,11,3524101,6,0,0,0,0,0,0,0
Antioquia,YOLOMBÓ,1423,2019,11,1523101,4,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,5701001,49,0,1,0,0,0,0,0
La Guajira,BARRANCAS,1423,2019,11,3851101,185,23,6,0,0,0,0,0
Antioquia,LA ESTRELLA,1423,2019,11,5453002,14,0,0,0,0,0,0,0
Boyacá,PAIPA,1423,2019,11,2014002,16,0,0,0,0,0,0,0
Meta,ACACÍAS,1423,2019,11,5452102,207,0,3,0,0,0,0,0
Huila,NEIVA,1423,2019,11,1523701,22,0,0,0,0,0,0,0
Cundinamarca,CHÍA,1423,2019,11,2522302,3,0,0,0,0,0,0,0
Cauca,PATÍA,1423,2019,11,1552101,4,0,0,0,0,0,0,0
Boyacá,PUERTO BOYACÁ,1423,2019,11,1521101,3,0,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,2020201,0,0,0,0,0,0,0,0
Santander,BARRANCABERMEJA,1423,2019,11,1523601,0,0,0,0,0,0,0,0
La Guajira,RIOHACHA,1423,2019,11,1513101,0,0,0,0,0,0,0,0
Valle del Cauca,BUENAVENTURA,1423,2019,11,3269401,0,0,0,0,0,0,0,0
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,1423,2019,11,1804201,27,0,0,0,0,0,0,0
Risaralda,PEREIRA,1423,2019,11,4261002,2,0,0,0,0,0,0,0
Antioquia,GUARNE,1423,2019,11,4502001,0,0,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,3515501,6,1,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,1806001,108,0,0,0,0,0,0,0
Córdoba,CERETÉ,1423,2019,11,1651901,0,0,0,0,0,0,0,0
Cundinamarca,FACATATIVÁ,1423,2019,11,1552101,74,1,1,0,0,0,0,0
Boyacá,MONIQUIRÁ,1423,2019,11,2521902,1,0,0,0,0,0,0,0
Antioquia,MARINILLA,1423,2019,11,1919101,28,0,0,0,0,0,0,0
Antioquia,CAUCASIA,1423,2019,11,1751301,398,0,3,0,0,0,0,0
Magdalena,CIÉNAGA,1423,2019,11,2522302,0,0,0,0,0,0,0,0
Cundinamarca,CHOACHÍ,1423,2019,11,5452102,0,0,0,0,0,0,0,0
Risaralda,SANTA ROSA DE CABAL,1423,2019,11,1515901,6,0,0,0,0,0,0,0
Caquetá,EL DONCELLO,1423,2019,11,2514101,4,0,0,0,0,0,0,0
Guaviare,SAN JOSÉ DEL GUAVIARE,1423,2019,11,1524101,2,0,0,0,0,0,0,0
Nariño,IPIALES,1423,2019,11,1181001,4,0,0,0,0,0,0,0
Santander,RIONEGRO,1423,2019,11,3014003,16,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,3731002,1,0,0,0,0,0,0,0
Córdoba,CERETÉ,1423,2019,11,1522901,0,0,0,0,0,0,0,0
Boyacá,DUITAMA,1423,2019,11,3524101,23,2,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,1523901,45,0,0,0,0,0,0,0
Antioquia,YONDÓ,1423,2019,11,2012101,5,0,0,0,0,0,0,0
Cundinamarca,FOMEQUE,1423,2019,11,1014001,0,1,0,0,0,0,0,0
Cauca,EL TAMBO,1423,2019,11,1919101,0,0,0,0,0,0,0,0
Boyacá,SOATÁ,1423,2019,11,1522101,0,0,0,0,0,0,0,0
Meta,RESTREPO,1423,2019,11,1515301,0,0,0,0,0,0,0,0
Atlántico,SOLEDAD,1423,2019,11,3454101,0,0,0,0,0,0,0,0
Antioquia,SANTAFÉ DE ANTIOQUIA,1423,2019,11,1523401,1,0,0,0,0,0,0,0
Antioquia,SOPETRÁN,1423,2019,11,3269601,0,0,0,0,0,0,0,0
Risaralda,LA VIRGINIA,1423,2019,11,3155102,11,0,0,0,0,0,0,0
Antioquia,JARDÍN,1423,2019,11,1853201,2,0,0,0,0,0,0,0
Cundinamarca,CAJICÁ,1423,2019,11,3517002,17,0,0,0,0,0,0,0
Cundinamarca,MADRID,1423,2019,11,1523301,16,0,0,0,0,0,0,0
Antioquia,GIRARDOTA,1423,2019,11,1851301,1,0,0,0,0,0,0,0
Risaralda,LA VIRGINIA,1423,2019,11,4517003,65,0,3,0,0,0,0,0
Nariño,IPIALES,1423,2019,11,2012301,27,0,1,0,0,0,0,0
Cundinamarca,ÚTICA,1423,2019,11,1751201,36,7,0,0,0,0,0,0
Cundinamarca,FACATATIVÁ,1423,2019,11,4502001,0,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,2455202,24,1,0,0,0,0,0,0
Risaralda,BELÉN DE UMBRÍA,1423,2019,11,2012201,22,0,0,0,0,0,0,0
La Guajira,MAICAO,1423,2019,11,1801201,1,0,0,0,0,0,0,0
Cesar,GAMARRA,1423,2019,11,1651901,1,0,0,0,0,0,0,0
Cundinamarca,ZIPAQUIRÁ,1423,2019,11,5454101,4,0,0,0,0,0,0,0
Boyacá,LA UVITA,1423,2019,11,1751201,16,36,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,1921401,0,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,1513401,115,2,1,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,3923301,0,1,0,0,0,0,0,0
Huila,PITALITO,1423,2019,11,4641201,0,0,0,0,0,0,0,0
Arauca,ARAUCA,1423,2019,11,1930201,0,0,0,0,0,0,0,0
Nariño,IPIALES,1423,2019,11,1741401,81,0,0,0,0,0,0,0
Arauca,SARAVENA,1423,2019,11,4749302,3,0,0,0,0,0,0,0
Antioquia,VENECIA,1423,2019,11,1853101,7,1,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,5454302,167,4,1,0,0,0,0,0
Guaviare,SAN JOSÉ DEL GUAVIARE,1423,2019,11,2522302,0,0,0,0,0,0,0,0
Quindio,QUIMBAYA,1423,2019,11,2551901,0,0,0,0,0,0,0,0
La Guajira,RIOHACHA,1423,2019,11,2749401,0,0,0,0,0,0,0,0
Santander,LANDÁZURI,1423,2019,11,1751201,15,7,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,3517002,26,0,0,0,0,0,0,0
Cauca,ALMAGUER,1423,2019,11,1751201,38,34,0,0,0,0,0,0
Antioquia,VEGACHÍ,1423,2019,11,2153001,0,0,0,0,0,0,0,0
Huila,LA PLATA,1423,2019,11,1741201,4,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,5291501,0,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,2015001,1,0,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,2209001,5,4,0,0,0,0,0,0
Nariño,SAN ANDRES DE TUMACO,1423,2019,11,4604201,46,0,0,0,0,0,0,0
Santander,SAN GIL,1423,2019,11,5454302,1,0,0,0,0,0,0,0
Cundinamarca,SOACHA,1423,2019,11,3552302,2,0,0,0,0,0,0,0
Cundinamarca,SOACHA,1423,2019,11,3924102,1,0,0,0,0,0,0,0
Cundinamarca,VILLA DE SAN DIEGO DE UBATE,1423,2019,11,1751301,6,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,3204001,0,0,0,0,0,0,0,0
Antioquia,APARTADÓ,1423,2019,11,3210202,8,0,0,0,0,0,0,0
Meta,BARRANCA DE UPÍA,1423,2019,11,5453002,54,2,0,0,0,0,0,0
Casanare,YOPAL,1423,2019,11,5454101,49,0,0,0,0,0,0,0
Antioquia,SABANALARGA,1423,2019,11,4604201,2,0,0,0,0,0,0,0
Valle del Cauca,BUENAVENTURA,1423,2019,11,3742102,4,0,0,0,0,0,0,0
Cundinamarca,GUADUAS,1423,2019,11,5281101,0,0,0,0,0,0,0,0
Valle del Cauca,CALI,1423,2019,11,5281101,409,3,4,0,0,0,0,0
Norte de Santander,LOS PATIOS,1423,2019,11,5455901,452,0,1,0,0,0,0,0
Cundinamarca,LA MESA,1423,2019,11,5712201,2,0,0,0,0,0,0,0
Boyacá,VIRACACHÁ,1423,2019,11,1751201,2,0,0,0,0,0,0,0
Antioquia,ENTRERRIOS,1423,2019,11,5742101,1,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,2511102,69,0,0,0,0,0,0,0
Arauca,ARAUQUITA,1423,2019,11,2749301,0,0,0,0,0,0,0,0
Norte de Santander,EL CARMEN,1423,2019,11,1801101,4,0,0,0,0,0,0,0
Norte de Santander,LOS PATIOS,1423,2019,11,5742101,60,0,1,0,0,0,0,0
Valle del Cauca,EL ÁGUILA,1423,2019,11,1919901,0,0,0,0,0,0,0,0
Arauca,SARAVENA,1423,2019,11,1522501,3,0,0,0,0,0,0,0
La Guajira,FONSECA,1423,2019,11,2551201,5,0,0,0,0,0,0,0
Tolima,GUAMO,1423,2019,11,1523101,2,0,0,0,0,0,0,0
Sucre,SAN MARCOS,1423,2019,11,1522201,0,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,1671901,51,0,1,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,3157201,0,0,0,0,0,0,0,0
Tolima,IBAGUÉ,1423,2019,11,5454101,13,0,0,0,0,0,0,0
Boyacá,SAMACÁ,1423,2019,11,2013001,0,0,0,0,0,0,0,0
Cundinamarca,SOPÓ,1423,2019,11,1919901,4,0,0,0,0,0,0,0
Cauca,MIRANDA,1423,2019,11,4712102,4,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,4269501,3,0,0,0,0,0,0,0
Quindio,CALARCA,1423,2019,11,2289901,3,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,1524401,55,0,0,0,0,0,0,0
Cauca,MIRANDA,1423,2019,11,1853201,29,0,0,0,0,0,0,0
Sucre,GALERAS,1423,2019,11,2514101,0,0,0,0,0,0,0,0
Antioquia,MARINILLA,1423,2019,11,1851301,14,1,0,0,0,0,0,0
Boyacá,SOTAQUIRÁ,1423,2019,11,4604201,3,0,0,0,0,0,0,0
Santander,SABANA DE TORRES,1423,2019,11,2522302,0,0,0,0,0,0,0,0
Caldas,ANSERMA,1423,2019,11,3154102,0,0,0,0,0,0,0,0
Cundinamarca,VILLETA,1423,2019,11,4502001,19,4,0,0,0,0,0,0
Magdalena,CIÉNAGA,1423,2019,11,1522401,0,0,0,0,0,0,0,0
Antioquia,DON MATÍAS,1423,2019,11,1552101,10,0,0,0,0,0,0,0
Antioquia,PEÑOL,1423,2019,11,1521101,3,1,0,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,1523401,16,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,3281101,300,9,4,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,2519001,4,0,0,0,0,0,0,0
Caldas,PÁCORA,1423,2019,11,1801101,18,1,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,4621101,60,21,1,0,0,0,0,0
Huila,PITAL,1423,2019,11,4020102,0,0,0,0,0,0,0,0
La Guajira,RIOHACHA,1423,2019,11,5742101,570,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,4269201,158,1,1,0,0,0,0,0
Cundinamarca,FUNZA,1423,2019,11,1741201,8,0,0,0,0,0,0,0
Valle del Cauca,CANDELARIA,1423,2019,11,4269301,0,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,5452201,84,0,1,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,3990001,88,0,0,0,0,0,0,0
Cundinamarca,CHOACHÍ,1423,2019,11,1522301,0,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,2511301,0,0,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,4900002,0,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,4604401,0,2,0,0,0,0,0,0
Boyacá,PACHAVITA,1423,2019,11,1521101,1,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,5289901,2,0,0,0,0,0,0,0
Caldas,RIOSUCIO,1423,2019,11,1806001,0,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,3732001,0,0,0,0,0,0,0,0
Tolima,LÍBANO,1423,2019,11,1552101,2,0,0,0,0,0,0,0
Meta,VILLAVICENCIO,1423,2019,11,2749201,38,1,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1851301,34,7,0,0,0,0,0,0
Valle del Cauca,TULUÁ,1423,2019,11,2011101,10,1,0,0,0,0,0,0
Valle del Cauca,CARTAGO,1423,2019,11,3372001,0,0,0,0,0,0,0,0
Guaviare,SAN JOSÉ DEL GUAVIARE,1423,2019,11,2516101,3,0,0,0,0,0,0,0
Antioquia,JARDÍN,1423,2019,11,2523902,4,0,0,0,0,0,0,0
Valle del Cauca,EL CERRITO,1423,2019,11,2642401,2,0,0,0,0,0,0,0
Cundinamarca,LA CALERA,1423,2019,11,1930201,24,0,0,0,0,0,0,0
Meta,PUERTO GAITÁN,1423,2019,11,5281101,44,0,0,0,0,0,0,0
Huila,GIGANTE,1423,2019,11,5281101,0,0,0,0,0,0,0,0
Atlántico,BARRANQUILLA,1423,2019,11,3292201,10,2,0,0,0,0,0,0
Antioquia,PEQUE,1423,2019,11,1919101,0,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,1950001,1253,11,4,0,0,0,0,0
La Guajira,VILLANUEVA,1423,2019,11,1751201,21,9,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,1804401,15,0,0,0,0,0,0,0
Cesar,EL PASO,1423,2019,11,1523101,9,0,0,0,0,0,0,0
Cauca,POPAYÁN,1423,2019,11,2921301,6,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,2158901,20,0,0,0,0,0,0,0
Nariño,TÚQUERRES,1423,2019,11,2158901,9,0,0,0,0,0,0,0
Chocó,QUIBDÓ,1423,2019,11,4502001,50,6,0,0,0,0,0,0
Risaralda,DOSQUEBRADAS,1423,2019,11,5454302,45,0,0,0,0,0,0,0
Tolima,NATAGAIMA,1423,2019,11,1014001,0,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,5752401,0,138,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,4524104,31,0,0,0,0,0,0,0
Chocó,ACANDÍ,1423,2019,11,1751201,30,0,0,0,0,0,0,0
Boyacá,SANTA SOFÍA,1423,2019,11,1751101,1,0,0,0,0,0,0,0
"Archipiélago de San Andrés, Providencia y Santa Catalina",SAN ANDRÉS,1423,2019,11,1521901,322,1,0,0,0,0,0,0
Cundinamarca,GUATAVITA,1423,2019,11,1751201,31,36,0,0,0,0,0,0
Cundinamarca,FACATATIVÁ,1423,2019,11,1639001,0,0,0,0,0,0,0,0
Valle del Cauca,BUENAVENTURA,1423,2019,11,1751201,763,784,1,0,0,0,0,0
Antioquia,AMALFI,1423,2019,11,2524102,2,0,0,0,0,0,0,0
Boyacá,PAIPA,1423,2019,11,1639001,4,0,0,0,0,0,0,0
Boyacá,TUNJA,1423,2019,11,1525201,0,0,0,0,0,0,0,0
Quindio,FILANDIA,1423,2019,11,1512401,5,1,0,0,0,0,0,0
Quindio,LA TEBAIDA,1423,2019,11,1701001,2,0,0,0,0,0,0,0
Valle del Cauca,CARTAGO,1423,2019,11,2020101,0,0,0,0,0,0,0,0
Antioquia,TURBO,1423,2019,11,3155102,17,0,0,0,0,0,0,0
Casanare,TAURAMENA,1423,2019,11,1552201,1,0,0,0,0,0,0,0
Quindio,ARMENIA,1423,2019,11,1806001,23,1,0,0,0,0,0,0
Valle del Cauca,SEVILLA,1423,2019,11,1919901,1,0,0,0,0,0,0,0
Antioquia,LA ESTRELLA,1423,2019,11,1524401,2,0,0,0,0,0,0,0
Nariño,SANDONÁ,1423,2019,11,1853201,5,0,0,0,0,0,0,0
Cundinamarca,QUEBRADANEGRA,1423,2019,11,5452102,1,0,0,0,0,0,0,0
Antioquia,FREDONIA,1423,2019,11,4602101,1,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,5451201,11,0,0,0,0,0,0,0
Antioquia,SANTAFÉ DE ANTIOQUIA,1423,2019,11,2012101,1,0,0,0,0,0,0,0
Cundinamarca,MADRID,1423,2019,11,1515901,3,0,0,0,0,0,0,0
Antioquia,CALDAS,1423,2019,11,1851201,3,0,0,0,0,0,0,0
Putumayo,VILLAGARZÓN,1423,2019,11,2552901,8,0,0,0,0,0,0,0
Caldas,SUPÍA,1423,2019,11,2332001,2,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,3900001,56,0,1,0,0,0,0,0
Caldas,LA DORADA,1423,2019,11,5742101,0,0,0,0,0,0,0,0
Putumayo,MOCOA,1423,2019,11,1523401,2,1,0,0,0,0,0,0
Sucre,SAN MARCOS,1423,2019,11,1722001,6,0,0,0,0,0,0,0
Caquetá,FLORENCIA,1423,2019,11,3203001,12,0,0,0,0,0,0,0
Antioquia,EL CARMEN DE VIBORAL,1423,2019,11,2011901,48,0,0,0,0,0,0,0
Boyacá,CHIQUINQUIRÁ,1423,2019,11,1851201,4,0,0,0,0,0,0,0
Huila,NEIVA,1423,2019,11,5712201,38,0,1,0,0,0,0,0
Casanare,YOPAL,1423,2019,11,3252901,0,1,0,0,0,0,0,0
Cundinamarca,SAN FRANCISCO,1423,2019,11,2725001,3,0,0,0,0,0,0,0
Santander,RIONEGRO,1423,2019,11,2642301,4,0,0,0,0,0,0,0
Chocó,CONDOTO,1423,2019,11,5453002,0,0,0,0,0,0,0,0
Caldas,MANIZALES,1423,2019,11,3923301,1,0,0,0,0,0,0,0
Putumayo,PUERTO ASÍS,1423,2019,11,3505101,49,2,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,1741401,183,54,1,0,0,0,0,0
Nariño,SAN PABLO,1423,2019,11,3851101,36,63,0,0,0,0,0,0
Cundinamarca,GIRARDOT,1423,2019,11,2749901,2,0,0,0,0,0,0,0
Cundinamarca,TAUSA,1423,2019,11,4269301,0,0,0,0,0,0,0,0
Antioquia,MARINILLA,1423,2019,11,2749901,12,0,0,0,0,0,0,0
Cundinamarca,SOACHA,1423,2019,11,4289903,0,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,5141101,382,6,9,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,3209002,0,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,2512701,6,0,0,0,0,0,0,0
Antioquia,BELLO,1423,2019,11,3851101,134,3,0,0,0,0,0,0
Boyacá,ZETAQUIRA,1423,2019,11,1751201,11,27,0,0,0,0,0,0
Valle del Cauca,ZARZAL,1423,2019,11,2361101,2,0,0,0,0,0,0,0
Vaupés,MITÚ,1423,2019,11,3410001,0,0,0,0,0,0,0,0
Tolima,MARIQUITA,1423,2019,11,2011801,0,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,1651901,2,0,0,0,0,0,0,0
Cesar,EL COPEY,1423,2019,11,5289901,6,0,0,0,0,0,0,0
Cesar,ASTREA,1423,2019,11,1950001,3,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,3289301,138,25,2,0,0,0,0,0
Antioquia,PUERTO NARE,1423,2019,11,1741401,0,0,0,0,0,0,0,0
Caldas,SUPÍA,1423,2019,11,4524104,6,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,2013001,62,0,0,0,0,0,0,0
Antioquia,URRAO,1423,2019,11,1806001,4,0,0,0,0,0,0,0
Sucre,SINCELEJO,1423,2019,11,5451201,23,4,0,0,0,0,0,0
Antioquia,ANDES,1423,2019,11,4604201,0,0,0,0,0,0,0,0
Bolívar,CARTAGENA,1423,2019,11,3454201,30,0,0,0,0,0,0,0
Cundinamarca,SOPÓ,1423,2019,11,1919101,1,0,0,0,0,0,0,0
Putumayo,SANTIAGO,1423,2019,11,4602201,2,0,0,0,0,0,0,0
Antioquia,RETIRO,1423,2019,11,3155102,2,0,0,0,0,0,0,0
Santander,VÉLEZ,1423,2019,11,1651301,0,0,0,0,0,0,0,0
Caquetá,FLORENCIA,1423,2019,11,2712101,1,0,0,0,0,0,0,0
Caldas,VICTORIA,1423,2019,11,2013001,9,0,0,0,0,0,0,0
Casanare,SAN LUIS DE PALENQUE,1423,2019,11,2011901,4,0,0,0,0,0,0,0
Boyacá,DUITAMA,1423,2019,11,2013001,27,0,1,0,0,0,0,0
Córdoba,MONTERÍA,1423,2019,11,1515901,114,3,0,0,0,0,0,0
Boyacá,SAMACÁ,1423,2019,11,3369902,2,0,0,0,0,0,0,0
Antioquia,ENVIGADO,1423,2019,11,2011601,0,0,0,0,0,0,0,0
Caldas,SUPÍA,1423,2019,11,1522501,0,0,0,0,0,0,0,0
Casanare,TAURAMENA,1423,2019,11,1523401,2,0,0,0,0,0,0,0
"Bogotá, D.C.","BOGOTÁ, D.C.",1423,2019,11,3242301,2043,8,6,0,0,0,0,0
Antioquia,VENECIA,1423,2019,11,5742101,0,0,0,0,0,0,0,0
Caldas,PALESTINA,1423,2019,11,2011101,3,0,0,0,0,0,0,0
Atlántico,MALAMBO,1423,2019,11,4269501,8,0,0,0,0,0,0,0
Córdoba,CERETÉ,1423,2019,11,1522101,1,2,0,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,2155101,11,0,0,0,0,0,0,0
Cundinamarca,NOCAIMA,1423,2019,11,2151101,1,0,0,0,0,0,0,0
Magdalena,FUNDACIÓN,1423,2019,11,3851101,82,0,0,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,2921301,17,0,0,0,0,0,0,0
Casanare,MONTERREY,1423,2019,11,1749901,7,0,1,0,0,0,0,0
Cundinamarca,FUSAGASUGÁ,1423,2019,11,3151102,0,0,0,0,0,0,0,0
Antioquia,TOLEDO,1423,2019,11,5453002,0,0,0,0,0,0,0,0
Antioquia,EL CARMEN DE VIBORAL,1423,2019,11,3011201,200,0,0,0,0,0,0,0
Boyacá,SOGAMOSO,1423,2019,11,1524301,3,0,0,0,0,0,0,0
Nariño,PASTO,1423,2019,11,3930302,25,0,1,0,0,0,0,0
Cundinamarca,ARBELÁEZ,1423,2019,11,1741401,1,0,0,0,0,0,0,0
Antioquia,MEDELLÍN,1423,2019,11,1659401,10,0,0,0,0,0,0,0
Sucre,COROZAL,1423,2019,11,3749101,1,0,0,0,0,0,0,0
Boyacá,PUERTO BOYACÁ,1423,2019,11,2012901,37,0,1,0,0,0,0,0
Magdalena,SANTA MARTA,1423,2019,11,1511901,36,0,0,0,0,0,0,0
Santander,FLORIDABLANCA,1423,2019,11,1513501,8,0,0,0,0,0,0,0
Sucre,COLOSO,1423,2019,11,1512401,4,0,0,0,0,0,0,0
Santander,BUCARAMANGA,1423,2019,11,4401001,0,0,0,0,0,0,0,0
Antioquia,MARINILLA,1423,2019,11,1950001,34,0,0,0,0,0,0,0
Santander,BARBOSA,1423,2019,11,3604101,10,0,0,0,0,0,0,0
Cundinamarca,VILLAPINZÓN,1423,2019,11,2852001,3,0,0,0,0,0,0,0
Córdoba,CERETÉ,1423,2019,11,2851202,12,0,0,0,0,0,0,0
Antioquia,ITAGUI,1423,2019,11,2749501,24,0,1,0,0,0,0,0
Cauca,SANTANDER DE QUILICHAO,1423,2019,11,1524601,4,0,0,0,0,0,0,0
